lot_id,wafer_id,defect_type,x,y,severity,detected_at_step
LOT-2034,LOT-2034-W14,particle,-0.384,0.6831,minor,etch
LOT-2034,LOT-2034-W14,void,-0.3466,0.7459,critical,etch
LOT-2034,LOT-2034-W14,particle,-0.2007,-0.942,major,etch
LOT-2034,LOT-2034-W14,particle,0.786,-0.1942,critical,etch
LOT-2034,LOT-2034-W14,particle,0.0859,-0.2082,major,etch
LOT-2034,LOT-2034-W14,bridging,-0.4953,-0.0855,minor,etch
LOT-2034,LOT-2034-W14,particle,0.5978,-0.1884,minor,etch
LOT-2034,LOT-2034-W14,particle,-0.2998,-0.4598,major,etch
LOT-2034,LOT-2034-W14,particle,-0.7601,-0.4299,minor,etch
LOT-2034,LOT-2034-W14,particle,-0.4168,-0.834,major,etch
LOT-2034,LOT-2034-W14,particle,-0.13,-0.4905,minor,etch
LOT-2034,LOT-2034-W14,particle,-0.3003,-0.7322,major,etch
LOT-2034,LOT-2034-W14,particle,0.3655,0.669,major,etch
LOT-2034,LOT-2034-W14,particle,-0.6003,-0.3771,major,etch
LOT-2034,LOT-2034-W14,particle,-0.4327,-0.0773,minor,etch
LOT-2034,LOT-2034-W14,particle,-0.6986,-0.3693,critical,etch
LOT-2034,LOT-2034-W14,bridging,0.5569,0.4226,critical,etch
LOT-2034,LOT-2034-W14,particle,-0.5921,0.576,major,etch
LOT-2034,LOT-2034-W14,void,0.2936,0.7792,minor,etch
LOT-2034,LOT-2034-W15,void,-0.593,-0.5356,minor,litho
LOT-2034,LOT-2034-W15,void,0.2874,-0.1645,major,litho
LOT-2034,LOT-2034-W15,particle,0.3728,-0.5652,minor,litho
LOT-2034,LOT-2034-W15,particle,-0.3299,0.3149,major,litho
LOT-2034,LOT-2034-W15,particle,-0.1421,0.0311,minor,litho
LOT-2034,LOT-2034-W15,particle,0.077,-0.1532,minor,litho
LOT-2034,LOT-2034-W15,void,-0.2037,-0.3224,major,litho
LOT-2034,LOT-2034-W15,particle,-0.8456,0.439,major,litho
LOT-2034,LOT-2034-W15,particle,-0.1818,0.596,major,litho
LOT-2034,LOT-2034-W15,void,-0.7366,0.4135,major,litho
LOT-2034,LOT-2034-W15,particle,-0.4919,-0.3278,major,litho
LOT-2034,LOT-2034-W15,particle,0.5055,0.0436,major,litho
LOT-2034,LOT-2034-W15,void,0.2313,-0.7845,minor,litho
LOT-2034,LOT-2034-W15,particle,-0.2794,-0.2151,major,litho
LOT-2034,LOT-2034-W15,particle,0.0127,0.3362,major,litho
LOT-2034,LOT-2034-W15,bridging,0.2136,-0.5147,major,litho
LOT-2034,LOT-2034-W15,particle,-0.3363,0.0618,minor,litho
LOT-2034,LOT-2034-W15,particle,-0.5722,-0.7498,minor,litho
LOT-2034,LOT-2034-W15,bridging,0.0124,-0.7886,minor,litho
LOT-2034,LOT-2034-W15,void,0.3226,-0.7016,minor,litho
LOT-2034,LOT-2034-W15,particle,0.8551,0.3718,minor,litho
LOT-2034,LOT-2034-W15,particle,0.4021,0.4784,minor,litho
LOT-2034,LOT-2034-W15,void,-0.435,-0.4132,minor,litho
LOT-2034,LOT-2034-W15,particle,0.2998,-0.3512,minor,litho
LOT-2034,LOT-2034-W15,particle,-0.1389,-0.4945,minor,litho
LOT-2034,LOT-2034-W16,particle,0.1661,-0.7306,minor,cmp
LOT-2034,LOT-2034-W16,particle,-0.3787,0.3756,major,cmp
LOT-2034,LOT-2034-W16,particle,0.887,0.1295,minor,cmp
LOT-2034,LOT-2034-W16,particle,0.6514,-0.1751,major,cmp
LOT-2034,LOT-2034-W16,void,0.1433,-0.2906,minor,cmp
LOT-2034,LOT-2034-W16,void,-0.4122,-0.3932,major,cmp
LOT-2034,LOT-2034-W16,particle,-0.8797,0.2293,minor,cmp
LOT-2034,LOT-2034-W16,void,-0.2854,0.386,major,cmp
LOT-2034,LOT-2034-W16,void,-0.0392,0.8007,major,cmp
LOT-2034,LOT-2034-W16,particle,0.2052,-0.0253,minor,cmp
LOT-2034,LOT-2034-W16,particle,0.8802,-0.0229,minor,cmp
LOT-2034,LOT-2034-W16,bridging,-0.4497,-0.6529,major,cmp
LOT-2034,LOT-2034-W16,void,0.4064,-0.8903,minor,cmp
LOT-2034,LOT-2034-W16,void,-0.5732,-0.7386,major,cmp
LOT-2034,LOT-2034-W16,particle,-0.055,-0.8059,minor,cmp
LOT-2034,LOT-2034-W16,particle,0.3173,0.9195,major,cmp
LOT-2034,LOT-2034-W16,particle,0.5798,-0.5958,major,cmp
LOT-2034,LOT-2034-W16,bridging,0.0032,-0.6145,minor,cmp
LOT-2034,LOT-2034-W16,particle,0.5655,-0.6502,critical,cmp
LOT-2034,LOT-2034-W16,particle,-0.0566,-0.48,critical,cmp
LOT-2034,LOT-2034-W16,particle,0.4106,0.6527,major,cmp
LOT-2034,LOT-2034-W16,particle,-0.9307,0.0058,major,cmp
LOT-2034,LOT-2034-W16,void,0.2502,-0.1526,minor,cmp
LOT-2034,LOT-2034-W16,particle,-0.649,-0.1828,minor,cmp
LOT-2034,LOT-2034-W16,particle,-0.6997,0.5523,critical,cmp
LOT-2034,LOT-2034-W16,particle,-0.1786,0.4575,major,cmp
LOT-2034,LOT-2034-W17,particle,-0.0594,0.1727,major,cvd
LOT-2034,LOT-2034-W17,particle,0.26,0.4777,minor,cvd
LOT-2034,LOT-2034-W17,void,-0.6319,0.3492,minor,cvd
LOT-2034,LOT-2034-W17,void,-0.9566,-0.0243,major,cvd
LOT-2034,LOT-2034-W17,particle,0.8111,0.181,major,cvd
LOT-2034,LOT-2034-W17,particle,0.6563,0.5361,major,cvd
LOT-2034,LOT-2034-W17,particle,-0.6218,0.4703,critical,cvd
LOT-2034,LOT-2034-W17,bridging,-0.2286,0.4065,major,cvd
LOT-2034,LOT-2034-W17,particle,-0.311,0.018,minor,cvd
LOT-2034,LOT-2034-W17,particle,0.1357,0.3451,minor,cvd
LOT-2034,LOT-2034-W17,particle,-0.5149,0.6448,major,cvd
LOT-2034,LOT-2034-W17,particle,0.3364,-0.5354,major,cvd
LOT-2034,LOT-2034-W18,particle,-0.4603,0.1611,critical,cmp
LOT-2034,LOT-2034-W18,particle,-0.3716,0.4419,minor,cmp
LOT-2034,LOT-2034-W18,particle,-0.6198,-0.603,major,cmp
LOT-2034,LOT-2034-W18,particle,0.0595,0.5309,major,cmp
LOT-2034,LOT-2034-W18,particle,-0.6642,-0.4604,major,cmp
LOT-2034,LOT-2034-W18,void,0.8971,-0.1139,minor,cmp
LOT-2034,LOT-2034-W18,particle,0.5469,0.3576,minor,cmp
LOT-2034,LOT-2034-W18,particle,0.2237,-0.5782,minor,cmp
LOT-2034,LOT-2034-W18,particle,0.1906,0.3981,major,cmp
LOT-2034,LOT-2034-W18,void,0.4195,-0.8761,major,cmp
LOT-2034,LOT-2034-W18,void,-0.9011,-0.3489,major,cmp
LOT-2034,LOT-2034-W18,particle,0.2999,-0.2652,minor,cmp
LOT-2034,LOT-2034-W18,particle,-0.7698,-0.179,critical,cmp
LOT-2034,LOT-2034-W18,particle,0.2374,0.7456,critical,cmp
LOT-2034,LOT-2034-W18,void,-0.5012,-0.6175,minor,cmp
LOT-2034,LOT-2034-W18,particle,-0.4761,0.7506,major,cmp
LOT-2034,LOT-2034-W18,void,0.8574,-0.0766,major,cmp
LOT-2034,LOT-2034-W18,particle,0.4487,0.4845,minor,cmp
LOT-2034,LOT-2034-W18,particle,0.4746,0.3393,minor,cmp
LOT-2034,LOT-2034-W18,particle,0.1835,-0.2025,major,cmp
LOT-2034,LOT-2034-W18,void,-0.0323,-0.5596,minor,cmp
LOT-2034,LOT-2034-W18,void,0.3662,0.0538,major,cmp
LOT-2034,LOT-2034-W18,particle,0.0727,0.2535,minor,cmp
LOT-2034,LOT-2034-W18,particle,0.6042,-0.3722,major,cmp
LOT-2034,LOT-2034-W18,particle,-0.6607,0.1437,major,cmp
LOT-2034,LOT-2034-W18,void,-0.4128,0.6876,minor,cmp
LOT-2034,LOT-2034-W19,particle,0.455,0.2562,minor,cvd
LOT-2034,LOT-2034-W19,particle,0.2589,-0.7714,minor,cvd
LOT-2034,LOT-2034-W19,particle,0.7559,0.5223,major,cvd
LOT-2034,LOT-2034-W19,particle,-0.7088,0.0537,minor,cvd
LOT-2034,LOT-2034-W19,particle,-0.803,-0.1297,minor,cvd
LOT-2034,LOT-2034-W19,particle,0.5656,0.5245,critical,cvd
LOT-2034,LOT-2034-W19,void,-0.4872,0.8096,major,cvd
LOT-2034,LOT-2034-W19,particle,-0.179,-0.2588,critical,cvd
LOT-2034,LOT-2034-W19,particle,-0.1095,-0.0406,major,cvd
LOT-2034,LOT-2034-W19,particle,0.4688,-0.1576,minor,cvd
LOT-2034,LOT-2034-W19,bridging,-0.5762,-0.1314,minor,cvd
LOT-2034,LOT-2034-W19,particle,-0.1697,-0.8945,minor,cvd
LOT-2034,LOT-2034-W19,particle,0.8549,0.0101,major,cvd
LOT-2034,LOT-2034-W20,particle,-0.3234,-0.102,minor,litho
LOT-2034,LOT-2034-W20,void,0.228,-0.0271,minor,litho
LOT-2034,LOT-2034-W20,particle,-0.5469,0.7352,major,litho
LOT-2034,LOT-2034-W20,particle,0.4198,-0.0721,critical,litho
LOT-2034,LOT-2034-W20,void,0.315,-0.0583,major,litho
LOT-2034,LOT-2034-W20,bridging,0.8293,0.0932,minor,litho
LOT-2034,LOT-2034-W20,particle,0.9273,-0.1786,critical,litho
LOT-2034,LOT-2034-W20,particle,0.4474,-0.4546,major,litho
LOT-2034,LOT-2034-W20,bridging,-0.3567,0.5429,major,litho
LOT-2034,LOT-2034-W20,particle,-0.641,0.5583,minor,litho
LOT-2034,LOT-2034-W20,void,-0.8051,-0.3776,minor,litho
LOT-2034,LOT-2034-W20,void,-0.0381,0.7952,minor,litho
LOT-2034,LOT-2034-W20,void,-0.6324,0.5715,minor,litho
LOT-2034,LOT-2034-W20,particle,-0.2509,0.8756,critical,litho
LOT-2034,LOT-2034-W20,bridging,-0.7166,-0.0093,minor,litho
LOT-2034,LOT-2034-W20,void,0.8279,-0.4086,minor,litho
LOT-2034,LOT-2034-W20,void,0.0027,-0.8978,minor,litho
LOT-2034,LOT-2034-W20,bridging,0.3665,-0.0564,major,litho
LOT-2034,LOT-2034-W20,particle,-0.781,0.3707,minor,litho
LOT-2034,LOT-2034-W20,particle,0.5168,0.7047,minor,litho
LOT-2034,LOT-2034-W20,particle,0.0537,0.1342,major,litho
LOT-2034,LOT-2034-W20,void,0.4084,-0.5918,major,litho
LOT-2034,LOT-2034-W20,void,0.244,0.0127,major,litho
LOT-2034,LOT-2034-W20,bridging,0.7657,0.5742,major,litho
LOT-2034,LOT-2034-W20,void,0.5003,0.4442,major,litho
LOT-2034,LOT-2034-W20,particle,0.2168,-0.8651,major,litho
LOT-2034,LOT-2034-W20,particle,-0.1669,-0.7421,minor,litho
LOT-2034,LOT-2034-W20,particle,0.3644,0.5109,major,litho
LOT-2034,LOT-2034-W21,void,0.7649,0.0476,minor,litho
LOT-2034,LOT-2034-W21,particle,0.1548,0.2843,critical,litho
LOT-2034,LOT-2034-W21,particle,0.4702,-0.1205,minor,litho
LOT-2034,LOT-2034-W21,particle,0.8057,0.066,minor,litho
LOT-2034,LOT-2034-W21,particle,0.754,0.5636,minor,litho
LOT-2034,LOT-2034-W21,particle,-0.7087,0.2391,minor,litho
LOT-2034,LOT-2034-W21,void,0.4495,-0.1474,major,litho
LOT-2034,LOT-2034-W21,particle,-0.6877,-0.2566,major,litho
LOT-2034,LOT-2034-W21,particle,0.3501,-0.413,minor,litho
LOT-2034,LOT-2034-W21,particle,-0.6734,0.3514,major,litho
LOT-2034,LOT-2034-W21,particle,-0.016,-0.024,major,litho
LOT-2034,LOT-2034-W21,particle,0.5154,-0.7328,minor,litho
LOT-2034,LOT-2034-W21,bridging,0.8592,-0.3613,major,litho
LOT-2034,LOT-2034-W21,particle,0.2498,-0.6173,major,litho
LOT-2034,LOT-2034-W21,void,0.7222,0.2231,critical,litho
LOT-2034,LOT-2034-W21,particle,0.47,0.1692,minor,litho
LOT-2034,LOT-2034-W21,particle,0.5639,-0.1993,minor,litho
LOT-2034,LOT-2034-W22,particle,-0.3541,0.0763,major,etch
LOT-2034,LOT-2034-W22,particle,-0.226,0.3393,minor,etch
LOT-2034,LOT-2034-W22,particle,-0.2544,-0.1782,major,etch
LOT-2034,LOT-2034-W22,particle,-0.445,0.2799,minor,etch
LOT-2034,LOT-2034-W22,void,0.2029,-0.48,minor,etch
LOT-2034,LOT-2034-W22,particle,-0.5226,-0.3157,minor,etch
LOT-2034,LOT-2034-W22,particle,0.431,0.5914,minor,etch
LOT-2034,LOT-2034-W22,particle,0.5507,-0.1997,critical,etch
LOT-2034,LOT-2034-W22,void,0.4048,0.1929,minor,etch
LOT-2034,LOT-2034-W22,particle,0.4209,-0.5776,minor,etch
LOT-2034,LOT-2034-W22,particle,-0.0369,0.828,minor,etch
LOT-2034,LOT-2034-W22,bridging,-0.2484,-0.8817,minor,etch
LOT-2034,LOT-2034-W22,particle,0.5907,0.1609,minor,etch
LOT-2034,LOT-2034-W22,particle,0.2137,0.6697,minor,etch
LOT-2034,LOT-2034-W22,particle,0.5816,-0.1953,minor,etch
LOT-2034,LOT-2034-W22,particle,0.2664,-0.6311,major,etch
LOT-2034,LOT-2034-W22,void,-0.3974,-0.5057,major,etch
LOT-2034,LOT-2034-W22,void,0.1492,-0.184,minor,etch
LOT-2034,LOT-2034-W22,particle,0.5772,0.3467,critical,etch
LOT-2034,LOT-2034-W22,bridging,-0.0776,-0.9579,minor,etch
LOT-2034,LOT-2034-W22,void,-0.7606,0.61,major,etch
LOT-2034,LOT-2034-W22,bridging,-0.3962,0.305,minor,etch
LOT-2034,LOT-2034-W22,particle,0.8939,0.3014,major,etch
LOT-2034,LOT-2034-W22,void,-0.3566,0.2497,minor,etch
LOT-2034,LOT-2034-W22,particle,0.4671,0.2697,minor,etch
LOT-2034,LOT-2034-W22,particle,-0.8421,0.1529,minor,etch
LOT-2034,LOT-2034-W22,particle,-0.0046,0.325,critical,etch
LOT-2034,LOT-2034-W22,particle,-0.0912,-0.3596,critical,etch
LOT-2034,LOT-2034-W23,particle,-0.595,0.3989,minor,cmp
LOT-2034,LOT-2034-W23,void,0.7858,0.5448,minor,cmp
LOT-2034,LOT-2034-W23,bridging,-0.0305,0.96,minor,cmp
LOT-2034,LOT-2034-W23,particle,-0.7358,0.3416,minor,cmp
LOT-2034,LOT-2034-W23,particle,-0.0442,0.1325,critical,cmp
LOT-2034,LOT-2034-W23,particle,0.7874,0.1022,minor,cmp
LOT-2034,LOT-2034-W23,particle,-0.552,0.4256,critical,cmp
LOT-2034,LOT-2034-W23,particle,0.4015,-0.1493,minor,cmp
LOT-2034,LOT-2034-W23,particle,0.2031,-0.7775,major,cmp
LOT-2034,LOT-2034-W23,particle,0.3948,0.4521,critical,cmp
LOT-2034,LOT-2034-W23,particle,0.93,0.2591,minor,cmp
LOT-2034,LOT-2034-W23,void,-0.6322,0.174,major,cmp
LOT-2034,LOT-2034-W24,particle,-0.7448,0.5088,minor,cvd
LOT-2034,LOT-2034-W24,particle,-0.1502,-0.4134,minor,cvd
LOT-2034,LOT-2034-W24,particle,0.0824,-0.8335,major,cvd
LOT-2034,LOT-2034-W24,particle,-0.2586,0.2304,major,cvd
LOT-2034,LOT-2034-W24,particle,0.0278,-0.0395,minor,cvd
LOT-2034,LOT-2034-W24,particle,0.5452,0.3542,minor,cvd
LOT-2034,LOT-2034-W24,particle,-0.3068,0.1827,major,cvd
LOT-2034,LOT-2034-W24,particle,0.5594,0.1314,minor,cvd
LOT-2034,LOT-2034-W24,void,0.6662,-0.3892,minor,cvd
LOT-2034,LOT-2034-W24,particle,-0.6454,0.464,minor,cvd
LOT-2034,LOT-2034-W24,void,0.9137,0.0288,major,cvd
LOT-2034,LOT-2034-W24,particle,0.2242,0.7185,minor,cvd
LOT-2034,LOT-2034-W24,particle,0.6852,0.2605,major,cvd
LOT-2034,LOT-2034-W24,particle,-0.1835,0.4462,minor,cvd
LOT-2034,LOT-2034-W24,void,0.0668,-0.5677,minor,cvd
LOT-2034,LOT-2034-W24,void,-0.2815,-0.3197,major,cvd
LOT-2034,LOT-2034-W24,particle,0.3741,0.3971,major,cvd
LOT-2034,LOT-2034-W24,void,-0.1934,0.2279,major,cvd
LOT-2034,LOT-2034-W24,particle,0.6144,0.4266,major,cvd
LOT-2034,LOT-2034-W24,bridging,-0.039,-0.5876,minor,cvd
LOT-2034,LOT-2034-W24,particle,0.6739,-0.0622,critical,cvd
LOT-2034,LOT-2034-W24,particle,0.622,0.3942,minor,cvd
LOT-2034,LOT-2034-W24,particle,0.2193,-0.3774,minor,cvd
LOT-2034,LOT-2034-W24,particle,0.6469,-0.0874,minor,cvd
LOT-2034,LOT-2034-W24,particle,-0.4313,0.6646,minor,cvd
LOT-2034,LOT-2034-W24,void,0.6031,-0.6565,major,cvd
LOT-2034,LOT-2034-W25,void,-0.4092,-0.5715,major,cmp
LOT-2034,LOT-2034-W25,particle,0.3209,0.05,major,cmp
LOT-2034,LOT-2034-W25,particle,0.8193,0.1547,minor,cmp
LOT-2034,LOT-2034-W25,particle,-0.6792,-0.2555,major,cmp
LOT-2034,LOT-2034-W25,void,-0.1965,-0.7729,critical,cmp
LOT-2034,LOT-2034-W25,particle,0.7925,0.2721,major,cmp
LOT-2034,LOT-2034-W25,particle,-0.048,-0.7189,major,cmp
LOT-2034,LOT-2034-W25,particle,0.6239,-0.0021,minor,cmp
LOT-2034,LOT-2034-W25,particle,0.3578,-0.162,critical,cmp
LOT-2034,LOT-2034-W25,particle,-0.7912,0.5608,minor,cmp
LOT-2034,LOT-2034-W25,void,0.3923,0.2845,critical,cmp
LOT-2034,LOT-2034-W25,void,-0.9268,0.2129,critical,cmp
LOT-2034,LOT-2034-W25,particle,0.6477,0.2704,major,cmp
LOT-2035,LOT-2035-W01,particle,-0.3179,-0.8374,minor,etch
LOT-2035,LOT-2035-W01,void,0.3986,-0.3763,minor,etch
LOT-2035,LOT-2035-W01,particle,0.0446,0.315,major,etch
LOT-2035,LOT-2035-W01,particle,0.3374,-0.6578,major,etch
LOT-2035,LOT-2035-W01,particle,0.0199,-0.8695,minor,etch
LOT-2035,LOT-2035-W01,void,0.2874,-0.7712,major,etch
LOT-2035,LOT-2035-W01,void,-0.1447,0.7545,minor,etch
LOT-2035,LOT-2035-W01,void,-0.4753,0.6157,critical,etch
LOT-2035,LOT-2035-W01,void,0.5938,-0.366,major,etch
LOT-2035,LOT-2035-W01,particle,0.3294,0.1913,minor,etch
LOT-2035,LOT-2035-W01,void,0.346,0.2012,minor,etch
LOT-2035,LOT-2035-W01,particle,0.8655,0.4481,major,etch
LOT-2035,LOT-2035-W02,particle,-0.2386,0.6383,minor,litho
LOT-2035,LOT-2035-W02,bridging,0.6839,0.0705,minor,litho
LOT-2035,LOT-2035-W02,particle,-0.5495,-0.3999,minor,litho
LOT-2035,LOT-2035-W02,particle,0.3886,0.7395,major,litho
LOT-2035,LOT-2035-W02,particle,0.4868,-0.2188,major,litho
LOT-2035,LOT-2035-W02,particle,-0.3958,-0.3113,minor,litho
LOT-2035,LOT-2035-W02,void,-0.6779,0.2545,minor,litho
LOT-2035,LOT-2035-W02,particle,-0.839,-0.3888,minor,litho
LOT-2035,LOT-2035-W02,particle,0.5763,0.1767,critical,litho
LOT-2035,LOT-2035-W02,bridging,-0.1493,0.5976,minor,litho
LOT-2035,LOT-2035-W02,particle,-0.3745,0.7248,major,litho
LOT-2035,LOT-2035-W02,particle,0.722,0.1213,minor,litho
LOT-2035,LOT-2035-W02,bridging,-0.536,0.7548,major,litho
LOT-2035,LOT-2035-W02,bridging,-0.545,0.7696,minor,litho
LOT-2035,LOT-2035-W02,bridging,-0.7407,0.4225,critical,litho
LOT-2035,LOT-2035-W02,particle,-0.439,0.7309,minor,litho
LOT-2035,LOT-2035-W03,particle,-0.5326,0.2909,minor,litho
LOT-2035,LOT-2035-W03,particle,-0.8512,-0.1632,major,litho
LOT-2035,LOT-2035-W03,particle,0.3712,-0.1698,minor,litho
LOT-2035,LOT-2035-W03,particle,-0.288,-0.4933,minor,litho
LOT-2035,LOT-2035-W03,bridging,-0.0281,-0.0764,minor,litho
LOT-2035,LOT-2035-W03,particle,-0.0842,-0.7311,critical,litho
LOT-2035,LOT-2035-W03,particle,0.3107,-0.299,minor,litho
LOT-2035,LOT-2035-W03,void,-0.6977,-0.3626,major,litho
LOT-2035,LOT-2035-W03,particle,-0.6991,0.4986,minor,litho
LOT-2035,LOT-2035-W03,particle,0.2609,0.9329,minor,litho
LOT-2035,LOT-2035-W03,particle,0.4655,0.6239,major,litho
LOT-2035,LOT-2035-W03,void,0.6006,0.1788,major,litho
LOT-2035,LOT-2035-W03,particle,-0.8087,0.2978,minor,litho
LOT-2035,LOT-2035-W03,particle,0.216,-0.5756,major,litho
LOT-2035,LOT-2035-W03,void,0.7659,-0.1024,minor,litho
LOT-2035,LOT-2035-W03,particle,-0.6128,-0.1457,minor,litho
LOT-2035,LOT-2035-W03,particle,-0.4246,-0.1795,minor,litho
LOT-2035,LOT-2035-W03,particle,0.2254,-0.8829,major,litho
LOT-2035,LOT-2035-W03,particle,-0.0866,-0.1147,minor,litho
LOT-2035,LOT-2035-W03,particle,-0.1543,-0.7067,minor,litho
LOT-2035,LOT-2035-W04,particle,-0.5464,0.5758,minor,etch
LOT-2035,LOT-2035-W04,particle,-0.8984,0.044,minor,etch
LOT-2035,LOT-2035-W04,particle,0.4763,-0.4654,minor,etch
LOT-2035,LOT-2035-W04,particle,0.4596,-0.212,minor,etch
LOT-2035,LOT-2035-W04,particle,0.8466,0.0037,minor,etch
LOT-2035,LOT-2035-W04,particle,0.0017,-0.5886,minor,etch
LOT-2035,LOT-2035-W04,particle,-0.3607,0.2073,major,etch
LOT-2035,LOT-2035-W04,particle,-0.9506,-0.1686,critical,etch
LOT-2035,LOT-2035-W04,particle,-0.5452,0.3529,major,etch
LOT-2035,LOT-2035-W04,particle,0.8908,0.0363,minor,etch
LOT-2035,LOT-2035-W04,void,-0.5216,0.231,minor,etch
LOT-2035,LOT-2035-W04,particle,-0.1064,-0.3763,major,etch
LOT-2035,LOT-2035-W04,void,0.0927,-0.9287,major,etch
LOT-2035,LOT-2035-W04,void,-0.6651,-0.098,minor,etch
LOT-2035,LOT-2035-W04,particle,-0.313,0.8301,minor,etch
LOT-2035,LOT-2035-W04,particle,0.8407,-0.2806,minor,etch
LOT-2035,LOT-2035-W04,particle,0.819,-0.0091,major,etch
LOT-2035,LOT-2035-W04,particle,-0.0883,-0.6595,minor,etch
LOT-2035,LOT-2035-W04,bridging,0.5488,-0.2923,major,etch
LOT-2035,LOT-2035-W05,void,-0.1927,-0.2542,major,etch
LOT-2035,LOT-2035-W05,void,-0.2294,-0.5441,minor,etch
LOT-2035,LOT-2035-W05,particle,-0.1082,-0.1821,minor,etch
LOT-2035,LOT-2035-W05,particle,-0.609,0.5677,major,etch
LOT-2035,LOT-2035-W05,void,-0.0711,0.8713,minor,etch
LOT-2035,LOT-2035-W05,void,0.0529,0.4446,minor,etch
LOT-2035,LOT-2035-W05,particle,0.6682,0.1917,minor,etch
LOT-2035,LOT-2035-W05,particle,-0.5501,-0.4208,minor,etch
LOT-2035,LOT-2035-W05,particle,0.3184,0.6099,minor,etch
LOT-2035,LOT-2035-W05,bridging,-0.9493,-0.08,major,etch
LOT-2035,LOT-2035-W05,void,-0.5661,-0.559,minor,etch
LOT-2035,LOT-2035-W05,particle,-0.4237,-0.7323,critical,etch
LOT-2035,LOT-2035-W05,void,0.5177,-0.3084,major,etch
LOT-2035,LOT-2035-W05,particle,0.3357,-0.5855,minor,etch
LOT-2035,LOT-2035-W05,bridging,-0.4815,-0.7171,minor,etch
LOT-2035,LOT-2035-W06,bridging,-0.3415,0.3353,minor,cvd
LOT-2035,LOT-2035-W06,particle,-0.886,-0.1473,minor,cvd
LOT-2035,LOT-2035-W06,particle,-0.0523,-0.2767,minor,cvd
LOT-2035,LOT-2035-W06,void,-0.553,-0.0373,minor,cvd
LOT-2035,LOT-2035-W06,particle,0.672,-0.0567,minor,cvd
LOT-2035,LOT-2035-W06,void,0.1874,-0.3876,minor,cvd
LOT-2035,LOT-2035-W06,particle,-0.0397,0.9289,minor,cvd
LOT-2035,LOT-2035-W06,particle,0.548,-0.2787,major,cvd
LOT-2035,LOT-2035-W06,particle,-0.1203,-0.4731,minor,cvd
LOT-2035,LOT-2035-W06,particle,0.2599,-0.0329,minor,cvd
LOT-2035,LOT-2035-W06,particle,-0.6316,0.2389,major,cvd
LOT-2035,LOT-2035-W06,particle,0.0887,0.6664,minor,cvd
LOT-2035,LOT-2035-W06,void,0.3412,-0.7184,minor,cvd
LOT-2035,LOT-2035-W06,particle,0.7313,0.4477,major,cvd
LOT-2035,LOT-2035-W06,particle,-0.252,-0.0101,major,cvd
LOT-2035,LOT-2035-W06,particle,-0.6336,-0.688,major,cvd
LOT-2035,LOT-2035-W06,particle,0.62,0.173,minor,cvd
LOT-2035,LOT-2035-W06,particle,0.3038,0.5299,minor,cvd
LOT-2035,LOT-2035-W06,void,0.7223,0.4022,critical,cvd
LOT-2035,LOT-2035-W06,void,0.6174,-0.462,minor,cvd
LOT-2035,LOT-2035-W06,bridging,0.4722,-0.199,minor,cvd
LOT-2035,LOT-2035-W06,particle,0.6143,0.0785,major,cvd
LOT-2035,LOT-2035-W06,particle,0.6863,-0.6605,minor,cvd
LOT-2035,LOT-2035-W06,bridging,0.7087,-0.5134,minor,cvd
LOT-2035,LOT-2035-W06,void,0.012,0.0025,major,cvd
LOT-2035,LOT-2035-W06,void,0.2357,0.0567,critical,cvd
LOT-2035,LOT-2035-W06,void,0.0919,0.0214,major,cvd
LOT-2035,LOT-2035-W06,void,0.4113,0.5816,major,cvd
LOT-2035,LOT-2035-W07,particle,-0.8318,0.4324,minor,cmp
LOT-2035,LOT-2035-W07,bridging,-0.1035,-0.3189,minor,cmp
LOT-2035,LOT-2035-W07,particle,-0.8319,-0.0764,major,cmp
LOT-2035,LOT-2035-W07,particle,-0.803,-0.0871,minor,cmp
LOT-2035,LOT-2035-W07,void,0.8083,-0.1345,major,cmp
LOT-2035,LOT-2035-W07,particle,-0.3093,-0.4036,major,cmp
LOT-2035,LOT-2035-W07,particle,0.0126,-0.6398,minor,cmp
LOT-2035,LOT-2035-W07,particle,0.1232,0.7312,major,cmp
LOT-2035,LOT-2035-W07,particle,0.7858,0.555,minor,cmp
LOT-2035,LOT-2035-W07,particle,-0.5721,0.5679,minor,cmp
LOT-2035,LOT-2035-W07,particle,-0.4587,-0.8585,major,cmp
LOT-2035,LOT-2035-W07,particle,-0.7632,-0.1698,major,cmp
LOT-2035,LOT-2035-W07,particle,0.6211,-0.592,critical,cmp
LOT-2035,LOT-2035-W07,particle,0.3693,0.3342,minor,cmp
LOT-2035,LOT-2035-W08,particle,-0.5481,0.7798,critical,cvd
LOT-2035,LOT-2035-W08,particle,0.0058,-0.4896,minor,cvd
LOT-2035,LOT-2035-W08,particle,0.0746,0.9119,minor,cvd
LOT-2035,LOT-2035-W08,particle,-0.0359,0.1091,minor,cvd
LOT-2035,LOT-2035-W08,particle,-0.0434,-0.1605,major,cvd
LOT-2035,LOT-2035-W08,particle,0.2775,-0.5161,major,cvd
LOT-2035,LOT-2035-W08,particle,-0.3367,0.6708,minor,cvd
LOT-2035,LOT-2035-W08,particle,0.7703,-0.2,major,cvd
LOT-2035,LOT-2035-W08,particle,0.0591,-0.0029,major,cvd
LOT-2035,LOT-2035-W08,particle,-0.7292,-0.4127,minor,cvd
LOT-2035,LOT-2035-W08,particle,0.4096,0.6082,major,cvd
