lot_id,step_name,tool_id,parameter_name,value,spec_min,spec_max,timestamp
LOT-2019,cvd,CVD-01,chamber_pressure,4.0813,3.79,4.21,2026-03-05T07:07:00
LOT-2019,cvd,CVD-01,rf_bias,249.1504,240.0,260.0,2026-03-05T07:07:00
LOT-2019,cmp,CMP-02,head_downforce,3.4997,3.33,3.67,2026-03-05T08:09:00
LOT-2019,cmp,CMP-02,platen_rpm,74.8213,72.9,77.1,2026-03-05T08:09:00
LOT-2019,cmp,CMP-02,slurry_flow_rate,178.2732,173.0,187.0,2026-03-05T08:09:00
LOT-2019,implant,IMP-01,beam_current,12.0383,11.58,12.42,2026-03-05T09:24:00
LOT-2019,implant,IMP-01,acceleration_energy,80.2233,78.2,81.8,2026-03-05T09:24:00
LOT-2019,implant,IMP-01,tilt_angle,6.9726,6.79,7.21,2026-03-05T09:24:00
LOT-2020,litho,LITHO-04,exposure_energy,24.769,23.7,25.3,2026-03-05T17:17:00
LOT-2020,litho,LITHO-04,focus_offset,0.6574,-7.5,7.5,2026-03-05T17:17:00
LOT-2020,litho,LITHO-04,numerical_aperture,1.3485,1.339,1.361,2026-03-05T17:17:00
LOT-2020,etch,ETCH-06,chamber_pressure,15.0876,13.8,16.2,2026-03-05T18:11:00
LOT-2020,etch,ETCH-06,rf_power_forward,853.3553,828.0,872.0,2026-03-05T18:11:00
LOT-2020,etch,ETCH-06,gas_flow_cl2,122.701,115.8,124.2,2026-03-05T18:11:00
LOT-2020,cvd,CVD-04,deposition_temp,401.1312,394.5,405.5,2026-03-05T19:19:00
LOT-2020,cvd,CVD-04,chamber_pressure,4.0295,3.79,4.21,2026-03-05T19:19:00
LOT-2020,cvd,CVD-04,rf_bias,254.1219,240.0,260.0,2026-03-05T19:19:00
LOT-2020,cmp,CMP-01,head_downforce,3.5475,3.33,3.67,2026-03-05T20:32:00
LOT-2020,cmp,CMP-01,platen_rpm,75.7714,72.9,77.1,2026-03-05T20:32:00
LOT-2020,cmp,CMP-01,slurry_flow_rate,180.6605,173.0,187.0,2026-03-05T20:32:00
LOT-2020,implant,IMP-03,beam_current,11.9437,11.58,12.42,2026-03-05T21:30:00
LOT-2020,implant,IMP-03,acceleration_energy,80.3313,78.2,81.8,2026-03-05T21:30:00
LOT-2020,implant,IMP-03,tilt_angle,6.9417,6.79,7.21,2026-03-05T21:30:00
LOT-2021,litho,LITHO-02,exposure_energy,24.2843,23.7,25.3,2026-03-05T04:45:00
LOT-2021,litho,LITHO-02,focus_offset,2.9137,-7.5,7.5,2026-03-05T04:45:00
LOT-2021,litho,LITHO-02,numerical_aperture,1.3491,1.339,1.361,2026-03-05T04:45:00
LOT-2021,etch,ETCH-08,chamber_pressure,15.0023,13.8,16.2,2026-03-05T05:37:00
LOT-2021,etch,ETCH-08,rf_power_forward,851.2938,828.0,872.0,2026-03-05T05:37:00
LOT-2021,etch,ETCH-08,gas_flow_cl2,119.4183,115.8,124.2,2026-03-05T05:37:00
LOT-2021,cvd,CVD-05,deposition_temp,397.1748,394.5,405.5,2026-03-05T06:43:00
LOT-2021,cvd,CVD-05,chamber_pressure,3.9616,3.79,4.21,2026-03-05T06:43:00
LOT-2021,cvd,CVD-05,rf_bias,253.4319,240.0,260.0,2026-03-05T06:43:00
LOT-2021,cmp,CMP-02,head_downforce,3.4628,3.33,3.67,2026-03-05T07:28:00
LOT-2021,cmp,CMP-02,platen_rpm,74.5143,72.9,77.1,2026-03-05T07:28:00
LOT-2021,cmp,CMP-02,slurry_flow_rate,180.6627,173.0,187.0,2026-03-05T07:28:00
LOT-2021,implant,IMP-03,beam_current,11.9812,11.58,12.42,2026-03-05T08:23:00
LOT-2021,implant,IMP-03,acceleration_energy,80.2914,78.2,81.8,2026-03-05T08:23:00
LOT-2021,implant,IMP-03,tilt_angle,7.0421,6.79,7.21,2026-03-05T08:23:00
LOT-2022,litho,LITHO-01,exposure_energy,23.9329,23.7,25.3,2026-03-05T08:49:00
LOT-2022,litho,LITHO-01,focus_offset,-2.6947,-7.5,7.5,2026-03-05T08:49:00
LOT-2022,litho,LITHO-01,numerical_aperture,1.351,1.339,1.361,2026-03-05T08:49:00
LOT-2022,etch,ETCH-04,chamber_pressure,15.476,13.8,16.2,2026-03-05T09:51:00
LOT-2022,etch,ETCH-04,rf_power_forward,854.5074,828.0,872.0,2026-03-05T09:51:00
LOT-2022,etch,ETCH-04,gas_flow_cl2,119.9041,115.8,124.2,2026-03-05T09:51:00
LOT-2022,cvd,CVD-03,deposition_temp,400.1354,394.5,405.5,2026-03-05T10:41:00
LOT-2022,cvd,CVD-03,chamber_pressure,3.9915,3.79,4.21,2026-03-05T10:41:00
LOT-2022,cvd,CVD-03,rf_bias,247.1701,240.0,260.0,2026-03-05T10:41:00
LOT-2022,cmp,CMP-03,head_downforce,3.5427,3.33,3.67,2026-03-05T12:01:00
LOT-2022,cmp,CMP-03,platen_rpm,75.1278,72.9,77.1,2026-03-05T12:01:00
LOT-2022,cmp,CMP-03,slurry_flow_rate,180.24,173.0,187.0,2026-03-05T12:01:00
LOT-2022,implant,IMP-03,beam_current,11.8903,11.58,12.42,2026-03-05T13:08:00
LOT-2022,implant,IMP-03,acceleration_energy,80.1577,78.2,81.8,2026-03-05T13:08:00
LOT-2022,implant,IMP-03,tilt_angle,7.0168,6.79,7.21,2026-03-05T13:08:00
LOT-2023,litho,LITHO-04,exposure_energy,24.664,23.7,25.3,2026-03-05T06:52:00
LOT-2023,litho,LITHO-04,focus_offset,-0.2651,-7.5,7.5,2026-03-05T06:52:00
LOT-2023,litho,LITHO-04,numerical_aperture,1.3525,1.339,1.361,2026-03-05T06:52:00
LOT-2023,etch,ETCH-07,chamber_pressure,15.0023,13.8,16.2,2026-03-05T07:43:00
LOT-2023,etch,ETCH-07,rf_power_forward,856.5846,828.0,872.0,2026-03-05T07:43:00
LOT-2023,etch,ETCH-07,gas_flow_cl2,121.0342,115.8,124.2,2026-03-05T07:43:00
LOT-2023,cvd,CVD-06,deposition_temp,400.8866,394.5,405.5,2026-03-05T09:02:00
LOT-2023,cvd,CVD-06,chamber_pressure,3.9767,3.79,4.21,2026-03-05T09:02:00
LOT-2023,cvd,CVD-06,rf_bias,250.7055,240.0,260.0,2026-03-05T09:02:00
LOT-2023,cmp,CMP-04,head_downforce,3.5854,3.33,3.67,2026-03-05T09:55:00
LOT-2023,cmp,CMP-04,platen_rpm,74.5899,72.9,77.1,2026-03-05T09:55:00
LOT-2023,cmp,CMP-04,slurry_flow_rate,180.201,173.0,187.0,2026-03-05T09:55:00
LOT-2023,implant,IMP-02,beam_current,12.0602,11.58,12.42,2026-03-05T11:08:00
LOT-2023,implant,IMP-02,acceleration_energy,79.4537,78.2,81.8,2026-03-05T11:08:00
LOT-2023,implant,IMP-02,tilt_angle,6.9808,6.79,7.21,2026-03-05T11:08:00
LOT-2024,litho,LITHO-02,exposure_energy,24.4603,23.7,25.3,2026-03-06T00:59:00
LOT-2024,litho,LITHO-02,focus_offset,4.1368,-7.5,7.5,2026-03-06T00:59:00
LOT-2024,litho,LITHO-02,numerical_aperture,1.3479,1.339,1.361,2026-03-06T00:59:00
LOT-2024,etch,ETCH-01,chamber_pressure,14.3764,13.8,16.2,2026-03-06T02:05:00
LOT-2024,etch,ETCH-01,rf_power_forward,835.7328,828.0,872.0,2026-03-06T02:05:00
LOT-2024,etch,ETCH-01,gas_flow_cl2,121.637,115.8,124.2,2026-03-06T02:05:00
LOT-2024,cvd,CVD-01,deposition_temp,397.9042,394.5,405.5,2026-03-06T03:06:00
LOT-2024,cvd,CVD-01,chamber_pressure,4.0702,3.79,4.21,2026-03-06T03:06:00
LOT-2024,cvd,CVD-01,rf_bias,252.2773,240.0,260.0,2026-03-06T03:06:00
LOT-2024,cmp,CMP-04,head_downforce,3.5411,3.33,3.67,2026-03-06T03:53:00
LOT-2024,cmp,CMP-04,platen_rpm,74.9928,72.9,77.1,2026-03-06T03:53:00
LOT-2024,cmp,CMP-04,slurry_flow_rate,182.5465,173.0,187.0,2026-03-06T03:53:00
LOT-2024,implant,IMP-02,beam_current,12.1041,11.58,12.42,2026-03-06T04:51:00
LOT-2024,implant,IMP-02,acceleration_energy,80.2397,78.2,81.8,2026-03-06T04:51:00
LOT-2024,implant,IMP-02,tilt_angle,7.059,6.79,7.21,2026-03-06T04:51:00
LOT-2025,litho,LITHO-03,exposure_energy,24.8012,23.7,25.3,2026-03-05T14:11:00
LOT-2025,litho,LITHO-03,focus_offset,-1.3402,-7.5,7.5,2026-03-05T14:11:00
LOT-2025,litho,LITHO-03,numerical_aperture,1.3487,1.339,1.361,2026-03-05T14:11:00
LOT-2025,etch,ETCH-05,chamber_pressure,14.6148,13.8,16.2,2026-03-05T15:18:00
LOT-2025,etch,ETCH-05,rf_power_forward,847.9284,828.0,872.0,2026-03-05T15:18:00
LOT-2025,etch,ETCH-05,gas_flow_cl2,118.6083,115.8,124.2,2026-03-05T15:18:00
LOT-2025,cvd,CVD-05,deposition_temp,399.4389,394.5,405.5,2026-03-05T16:32:00
LOT-2025,cvd,CVD-05,chamber_pressure,3.994,3.79,4.21,2026-03-05T16:32:00
LOT-2025,cvd,CVD-05,rf_bias,249.2995,240.0,260.0,2026-03-05T16:32:00
LOT-2025,cmp,CMP-03,head_downforce,3.4855,3.33,3.67,2026-03-05T17:25:00
LOT-2025,cmp,CMP-03,platen_rpm,74.8566,72.9,77.1,2026-03-05T17:25:00
LOT-2025,cmp,CMP-03,slurry_flow_rate,180.8977,173.0,187.0,2026-03-05T17:25:00
LOT-2025,implant,IMP-02,beam_current,12.0278,11.58,12.42,2026-03-05T18:38:00
LOT-2025,implant,IMP-02,acceleration_energy,80.0262,78.2,81.8,2026-03-05T18:38:00
LOT-2025,implant,IMP-02,tilt_angle,6.8648,6.79,7.21,2026-03-05T18:38:00
LOT-2026,litho,LITHO-02,exposure_energy,24.395,23.7,25.3,2026-03-06T13:06:00
LOT-2026,litho,LITHO-02,focus_offset,-0.3454,-7.5,7.5,2026-03-06T13:06:00
LOT-2026,litho,LITHO-02,numerical_aperture,1.3494,1.339,1.361,2026-03-06T13:06:00
LOT-2026,etch,ETCH-07,chamber_pressure,15.2957,13.8,16.2,2026-03-06T14:12:00
LOT-2026,etch,ETCH-07,rf_power_forward,845.9295,828.0,872.0,2026-03-06T14:12:00
LOT-2026,etch,ETCH-07,gas_flow_cl2,119.2372,115.8,124.2,2026-03-06T14:12:00
LOT-2026,cvd,CVD-02,deposition_temp,400.734,394.5,405.5,2026-03-06T14:58:00
LOT-2026,cvd,CVD-02,chamber_pressure,3.9344,3.79,4.21,2026-03-06T14:58:00
LOT-2026,cvd,CVD-02,rf_bias,249.0407,240.0,260.0,2026-03-06T14:58:00
LOT-2026,cmp,CMP-04,head_downforce,3.4894,3.33,3.67,2026-03-06T15:56:00
LOT-2026,cmp,CMP-04,platen_rpm,74.7032,72.9,77.1,2026-03-06T15:56:00
LOT-2026,cmp,CMP-04,slurry_flow_rate,177.4261,173.0,187.0,2026-03-06T15:56:00
LOT-2026,implant,IMP-01,beam_current,12.0403,11.58,12.42,2026-03-06T17:14:00
LOT-2026,implant,IMP-01,acceleration_energy,80.4247,78.2,81.8,2026-03-06T17:14:00
LOT-2026,implant,IMP-01,tilt_angle,6.9015,6.79,7.21,2026-03-06T17:14:00
LOT-2027,litho,LITHO-04,exposure_energy,24.7478,23.7,25.3,2026-03-05T22:03:00
LOT-2027,litho,LITHO-04,focus_offset,0.5529,-7.5,7.5,2026-03-05T22:03:00
LOT-2027,litho,LITHO-04,numerical_aperture,1.3473,1.339,1.361,2026-03-05T22:03:00
LOT-2027,etch,ETCH-07,chamber_pressure,14.608,13.8,16.2,2026-03-05T22:50:00
LOT-2027,etch,ETCH-07,rf_power_forward,851.8641,828.0,872.0,2026-03-05T22:50:00
LOT-2027,etch,ETCH-07,gas_flow_cl2,120.4507,115.8,124.2,2026-03-05T22:50:00
LOT-2027,cvd,CVD-02,deposition_temp,398.3349,394.5,405.5,2026-03-05T23:56:00
LOT-2027,cvd,CVD-02,chamber_pressure,4.0508,3.79,4.21,2026-03-05T23:56:00
LOT-2027,cvd,CVD-02,rf_bias,250.5908,240.0,260.0,2026-03-05T23:56:00
LOT-2027,cmp,CMP-02,head_downforce,3.4597,3.33,3.67,2026-03-06T00:48:00
LOT-2027,cmp,CMP-02,platen_rpm,75.849,72.9,77.1,2026-03-06T00:48:00
LOT-2027,cmp,CMP-02,slurry_flow_rate,175.8974,173.0,187.0,2026-03-06T00:48:00
LOT-2027,implant,IMP-02,beam_current,12.0838,11.58,12.42,2026-03-06T02:07:00
LOT-2027,implant,IMP-02,acceleration_energy,80.1326,78.2,81.8,2026-03-06T02:07:00
LOT-2027,implant,IMP-02,tilt_angle,7.0786,6.79,7.21,2026-03-06T02:07:00
LOT-2028,litho,LITHO-04,exposure_energy,24.7168,23.7,25.3,2026-03-06T15:12:00
LOT-2028,litho,LITHO-04,focus_offset,1.0623,-7.5,7.5,2026-03-06T15:12:00
LOT-2028,litho,LITHO-04,numerical_aperture,1.3512,1.339,1.361,2026-03-06T15:12:00
LOT-2028,etch,ETCH-07,chamber_pressure,14.8831,13.8,16.2,2026-03-06T16:13:00
LOT-2028,etch,ETCH-07,rf_power_forward,843.7932,828.0,872.0,2026-03-06T16:13:00
LOT-2028,etch,ETCH-07,gas_flow_cl2,121.0181,115.8,124.2,2026-03-06T16:13:00
LOT-2028,cvd,CVD-05,deposition_temp,399.827,394.5,405.5,2026-03-06T17:21:00
LOT-2028,cvd,CVD-05,chamber_pressure,3.9973,3.79,4.21,2026-03-06T17:21:00
LOT-2028,cvd,CVD-05,rf_bias,249.8986,240.0,260.0,2026-03-06T17:21:00
LOT-2028,cmp,CMP-04,head_downforce,3.4808,3.33,3.67,2026-03-06T18:12:00
LOT-2028,cmp,CMP-04,platen_rpm,74.5791,72.9,77.1,2026-03-06T18:12:00
LOT-2028,cmp,CMP-04,slurry_flow_rate,180.319,173.0,187.0,2026-03-06T18:12:00
LOT-2028,implant,IMP-02,beam_current,11.9568,11.58,12.42,2026-03-06T19:11:00
LOT-2028,implant,IMP-02,acceleration_energy,80.1986,78.2,81.8,2026-03-06T19:11:00
LOT-2028,implant,IMP-02,tilt_angle,6.9242,6.79,7.21,2026-03-06T19:11:00
LOT-2029,litho,LITHO-01,exposure_energy,24.0402,23.7,25.3,2026-03-06T13:13:00
LOT-2029,litho,LITHO-01,focus_offset,-1.7075,-7.5,7.5,2026-03-06T13:13:00
LOT-2029,litho,LITHO-01,numerical_aperture,1.3529,1.339,1.361,2026-03-06T13:13:00
LOT-2029,etch,ETCH-02,chamber_pressure,15.2091,13.8,16.2,2026-03-06T14:22:00
LOT-2029,etch,ETCH-02,rf_power_forward,846.9768,828.0,872.0,2026-03-06T14:22:00
LOT-2029,etch,ETCH-02,gas_flow_cl2,120.1,115.8,124.2,2026-03-06T14:22:00
LOT-2029,cvd,CVD-05,deposition_temp,401.3395,394.5,405.5,2026-03-06T15:39:00
LOT-2029,cvd,CVD-05,chamber_pressure,4.0559,3.79,4.21,2026-03-06T15:39:00
LOT-2029,cvd,CVD-05,rf_bias,249.9017,240.0,260.0,2026-03-06T15:39:00
LOT-2029,cmp,CMP-04,head_downforce,3.5331,3.33,3.67,2026-03-06T16:34:00
LOT-2029,cmp,CMP-04,platen_rpm,75.7176,72.9,77.1,2026-03-06T16:34:00
LOT-2029,cmp,CMP-04,slurry_flow_rate,179.5885,173.0,187.0,2026-03-06T16:34:00
LOT-2029,implant,IMP-01,beam_current,11.9917,11.58,12.42,2026-03-06T17:51:00
LOT-2029,implant,IMP-01,acceleration_energy,80.3759,78.2,81.8,2026-03-06T17:51:00
LOT-2029,implant,IMP-01,tilt_angle,7.1281,6.79,7.21,2026-03-06T17:51:00
LOT-2030,litho,LITHO-03,exposure_energy,24.2972,23.7,25.3,2026-03-07T00:59:00
LOT-2030,litho,LITHO-03,focus_offset,2.4712,-7.5,7.5,2026-03-07T00:59:00
LOT-2030,litho,LITHO-03,numerical_aperture,1.3497,1.339,1.361,2026-03-07T00:59:00
LOT-2030,etch,ETCH-05,chamber_pressure,14.715,13.8,16.2,2026-03-07T01:58:00
LOT-2030,etch,ETCH-05,rf_power_forward,856.0824,828.0,872.0,2026-03-07T01:58:00
LOT-2030,etch,ETCH-05,gas_flow_cl2,119.6089,115.8,124.2,2026-03-07T01:58:00
LOT-2030,cvd,CVD-03,deposition_temp,400.0236,394.5,405.5,2026-03-07T02:50:00
LOT-2030,cvd,CVD-03,chamber_pressure,4.053,3.79,4.21,2026-03-07T02:50:00
LOT-2030,cvd,CVD-03,rf_bias,247.6406,240.0,260.0,2026-03-07T02:50:00
LOT-2030,cmp,CMP-02,head_downforce,3.5002,3.33,3.67,2026-03-07T04:02:00
LOT-2030,cmp,CMP-02,platen_rpm,75.0996,72.9,77.1,2026-03-07T04:02:00
LOT-2030,cmp,CMP-02,slurry_flow_rate,179.6979,173.0,187.0,2026-03-07T04:02:00
LOT-2030,implant,IMP-01,beam_current,11.9622,11.58,12.42,2026-03-07T04:52:00
LOT-2030,implant,IMP-01,acceleration_energy,79.8835,78.2,81.8,2026-03-07T04:52:00
LOT-2030,implant,IMP-01,tilt_angle,6.9676,6.79,7.21,2026-03-07T04:52:00
LOT-2031,litho,LITHO-01,exposure_energy,24.6386,23.7,25.3,2026-03-06T17:54:00
LOT-2031,litho,LITHO-01,focus_offset,4.9513,-7.5,7.5,2026-03-06T17:54:00
LOT-2031,litho,LITHO-01,numerical_aperture,1.3534,1.339,1.361,2026-03-06T17:54:00
LOT-2031,etch,ETCH-08,chamber_pressure,15.1464,13.8,16.2,2026-03-06T18:41:00
LOT-2031,etch,ETCH-08,rf_power_forward,854.0726,828.0,872.0,2026-03-06T18:41:00
LOT-2031,etch,ETCH-08,gas_flow_cl2,120.1535,115.8,124.2,2026-03-06T18:41:00
LOT-2031,cvd,CVD-04,deposition_temp,398.5246,394.5,405.5,2026-03-06T19:41:00
LOT-2031,cvd,CVD-04,chamber_pressure,4.0307,3.79,4.21,2026-03-06T19:41:00
LOT-2031,cvd,CVD-04,rf_bias,250.1287,240.0,260.0,2026-03-06T19:41:00
LOT-2031,cmp,CMP-04,head_downforce,3.5453,3.33,3.67,2026-03-06T20:54:00
LOT-2031,cmp,CMP-04,platen_rpm,75.8035,72.9,77.1,2026-03-06T20:54:00
LOT-2031,cmp,CMP-04,slurry_flow_rate,180.2743,173.0,187.0,2026-03-06T20:54:00
LOT-2031,implant,IMP-02,beam_current,12.1167,11.58,12.42,2026-03-06T21:39:00
LOT-2031,implant,IMP-02,acceleration_energy,79.6302,78.2,81.8,2026-03-06T21:39:00
LOT-2031,implant,IMP-02,tilt_angle,7.0458,6.79,7.21,2026-03-06T21:39:00
LOT-2032,litho,LITHO-03,exposure_energy,24.5231,23.7,25.3,2026-03-07T08:02:00
LOT-2032,litho,LITHO-03,focus_offset,-0.1137,-7.5,7.5,2026-03-07T08:02:00
LOT-2032,litho,LITHO-03,numerical_aperture,1.3538,1.339,1.361,2026-03-07T08:02:00
LOT-2032,etch,ETCH-02,chamber_pressure,14.9937,13.8,16.2,2026-03-07T09:00:00
LOT-2032,etch,ETCH-02,rf_power_forward,841.6558,828.0,872.0,2026-03-07T09:00:00
LOT-2032,etch,ETCH-02,gas_flow_cl2,117.6869,115.8,124.2,2026-03-07T09:00:00
LOT-2032,cvd,CVD-01,deposition_temp,399.6715,394.5,405.5,2026-03-07T09:56:00
LOT-2032,cvd,CVD-01,chamber_pressure,3.9832,3.79,4.21,2026-03-07T09:56:00
LOT-2032,cvd,CVD-01,rf_bias,244.16,240.0,260.0,2026-03-07T09:56:00
LOT-2032,cmp,CMP-04,head_downforce,3.4705,3.33,3.67,2026-03-07T11:11:00
LOT-2032,cmp,CMP-04,platen_rpm,75.4111,72.9,77.1,2026-03-07T11:11:00
LOT-2032,cmp,CMP-04,slurry_flow_rate,179.6719,173.0,187.0,2026-03-07T11:11:00
LOT-2032,implant,IMP-01,beam_current,12.0081,11.58,12.42,2026-03-07T12:23:00
LOT-2032,implant,IMP-01,acceleration_energy,80.2968,78.2,81.8,2026-03-07T12:23:00
LOT-2032,implant,IMP-01,tilt_angle,7.0161,6.79,7.21,2026-03-07T12:23:00
LOT-2033,litho,LITHO-03,exposure_energy,24.3166,23.7,25.3,2026-03-07T00:50:00
LOT-2033,litho,LITHO-03,focus_offset,-1.9749,-7.5,7.5,2026-03-07T00:50:00
LOT-2033,litho,LITHO-03,numerical_aperture,1.3532,1.339,1.361,2026-03-07T00:50:00
LOT-2033,etch,ETCH-01,chamber_pressure,15.2756,13.8,16.2,2026-03-07T02:09:00
LOT-2033,etch,ETCH-01,rf_power_forward,844.8486,828.0,872.0,2026-03-07T02:09:00
LOT-2033,etch,ETCH-01,gas_flow_cl2,119.557,115.8,124.2,2026-03-07T02:09:00
LOT-2033,cvd,CVD-03,deposition_temp,400.7004,394.5,405.5,2026-03-07T03:03:00
LOT-2033,cvd,CVD-03,chamber_pressure,3.9865,3.79,4.21,2026-03-07T03:03:00
LOT-2033,cvd,CVD-03,rf_bias,252.8738,240.0,260.0,2026-03-07T03:03:00
LOT-2033,cmp,CMP-02,head_downforce,3.4843,3.33,3.67,2026-03-07T04:07:00
LOT-2033,cmp,CMP-02,platen_rpm,74.6327,72.9,77.1,2026-03-07T04:07:00
LOT-2033,cmp,CMP-02,slurry_flow_rate,182.4199,173.0,187.0,2026-03-07T04:07:00
LOT-2033,implant,IMP-01,beam_current,12.1416,11.58,12.42,2026-03-07T05:22:00
LOT-2033,implant,IMP-01,acceleration_energy,80.0446,78.2,81.8,2026-03-07T05:22:00
LOT-2033,implant,IMP-01,tilt_angle,7.0422,6.79,7.21,2026-03-07T05:22:00
LOT-2034,litho,LITHO-04,exposure_energy,24.5546,23.7,25.3,2026-03-07T20:52:00
LOT-2034,litho,LITHO-04,focus_offset,0.7362,-7.5,7.5,2026-03-07T20:52:00
LOT-2034,litho,LITHO-04,numerical_aperture,1.351,1.339,1.361,2026-03-07T20:52:00
LOT-2034,etch,ETCH-02,chamber_pressure,15.5814,13.8,16.2,2026-03-07T21:42:00
LOT-2034,etch,ETCH-02,rf_power_forward,842.1774,828.0,872.0,2026-03-07T21:42:00
LOT-2034,etch,ETCH-02,gas_flow_cl2,119.1402,115.8,124.2,2026-03-07T21:42:00
LOT-2034,cvd,CVD-06,deposition_temp,400.0728,394.5,405.5,2026-03-07T22:45:00
LOT-2034,cvd,CVD-06,chamber_pressure,4.0506,3.79,4.21,2026-03-07T22:45:00
LOT-2034,cvd,CVD-06,rf_bias,248.1743,240.0,260.0,2026-03-07T22:45:00
LOT-2034,cmp,CMP-02,head_downforce,3.4498,3.33,3.67,2026-03-08T00:00:00
LOT-2034,cmp,CMP-02,platen_rpm,75.0913,72.9,77.1,2026-03-08T00:00:00
LOT-2034,cmp,CMP-02,slurry_flow_rate,179.4027,173.0,187.0,2026-03-08T00:00:00
LOT-2034,implant,IMP-03,beam_current,12.0365,11.58,12.42,2026-03-08T01:14:00
LOT-2034,implant,IMP-03,acceleration_energy,80.1311,78.2,81.8,2026-03-08T01:14:00
LOT-2034,implant,IMP-03,tilt_angle,7.0004,6.79,7.21,2026-03-08T01:14:00
LOT-2035,litho,LITHO-04,exposure_energy,24.5918,23.7,25.3,2026-03-07T21:55:00
LOT-2035,litho,LITHO-04,focus_offset,-2.6848,-7.5,7.5,2026-03-07T21:55:00
LOT-2035,litho,LITHO-04,numerical_aperture,1.3511,1.339,1.361,2026-03-07T21:55:00
LOT-2035,etch,ETCH-02,chamber_pressure,14.5104,13.8,16.2,2026-03-07T23:04:00
LOT-2035,etch,ETCH-02,rf_power_forward,847.415,828.0,872.0,2026-03-07T23:04:00
LOT-2035,etch,ETCH-02,gas_flow_cl2,119.867,115.8,124.2,2026-03-07T23:04:00
LOT-2035,cvd,CVD-05,deposition_temp,398.6408,394.5,405.5,2026-03-08T00:17:00
LOT-2035,cvd,CVD-05,chamber_pressure,4.0108,3.79,4.21,2026-03-08T00:17:00
LOT-2035,cvd,CVD-05,rf_bias,249.7066,240.0,260.0,2026-03-08T00:17:00
LOT-2035,cmp,CMP-03,head_downforce,3.522,3.33,3.67,2026-03-08T01:31:00
LOT-2035,cmp,CMP-03,platen_rpm,76.0998,72.9,77.1,2026-03-08T01:31:00
LOT-2035,cmp,CMP-03,slurry_flow_rate,180.8676,173.0,187.0,2026-03-08T01:31:00
LOT-2035,implant,IMP-03,beam_current,11.9417,11.58,12.42,2026-03-08T02:17:00
LOT-2035,implant,IMP-03,acceleration_energy,79.7285,78.2,81.8,2026-03-08T02:17:00
LOT-2035,implant,IMP-03,tilt_angle,6.9791,6.79,7.21,2026-03-08T02:17:00
LOT-2201,litho,LITHO-04,exposure_energy,24.5776,23.7,25.3,2026-03-01T20:57:00
LOT-2201,litho,LITHO-04,focus_offset,-2.3354,-7.5,7.5,2026-03-01T20:57:00
LOT-2201,litho,LITHO-04,numerical_aperture,1.3501,1.339,1.361,2026-03-01T20:57:00
LOT-2201,etch,ETCH-07,chamber_pressure,16.1705,13.8,16.2,2026-03-01T21:58:00
LOT-2201,etch,ETCH-07,rf_power_forward,857.9989,828.0,872.0,2026-03-01T21:58:00
LOT-2201,etch,ETCH-07,gas_flow_cl2,120.4462,115.8,124.2,2026-03-01T21:58:00
LOT-2201,cvd,CVD-04,deposition_temp,399.705,394.5,405.5,2026-03-01T22:47:00
LOT-2201,cvd,CVD-04,chamber_pressure,4.0046,3.79,4.21,2026-03-01T22:47:00
LOT-2201,cvd,CVD-04,rf_bias,247.6746,240.0,260.0,2026-03-01T22:47:00
LOT-2201,cmp,CMP-01,head_downforce,3.3851,3.33,3.67,2026-03-01T23:41:00
LOT-2201,cmp,CMP-01,platen_rpm,75.0029,72.9,77.1,2026-03-01T23:41:00
LOT-2201,cmp,CMP-01,slurry_flow_rate,178.6858,173.0,187.0,2026-03-01T23:41:00
LOT-2201,implant,IMP-03,beam_current,12.2069,11.58,12.42,2026-03-02T00:52:00
LOT-2201,implant,IMP-03,acceleration_energy,80.2432,78.2,81.8,2026-03-02T00:52:00
LOT-2201,implant,IMP-03,tilt_angle,7.0007,6.79,7.21,2026-03-02T00:52:00
LOT-2202,litho,LITHO-04,exposure_energy,24.2004,23.7,25.3,2026-03-03T15:18:00
LOT-2202,litho,LITHO-04,focus_offset,2.0855,-7.5,7.5,2026-03-03T15:18:00
LOT-2202,litho,LITHO-04,numerical_aperture,1.3537,1.339,1.361,2026-03-03T15:18:00
LOT-2202,etch,ETCH-07,chamber_pressure,16.2756,13.8,16.2,2026-03-03T16:23:00
LOT-2202,etch,ETCH-07,rf_power_forward,851.3718,828.0,872.0,2026-03-03T16:23:00
LOT-2202,etch,ETCH-07,gas_flow_cl2,119.1246,115.8,124.2,2026-03-03T16:23:00
LOT-2202,cvd,CVD-03,deposition_temp,399.332,394.5,405.5,2026-03-03T17:17:00
LOT-2202,cvd,CVD-03,chamber_pressure,3.9628,3.79,4.21,2026-03-03T17:17:00
LOT-2202,cvd,CVD-03,rf_bias,248.5996,240.0,260.0,2026-03-03T17:17:00
LOT-2202,cmp,CMP-03,head_downforce,3.4494,3.33,3.67,2026-03-03T18:35:00
LOT-2202,cmp,CMP-03,platen_rpm,75.371,72.9,77.1,2026-03-03T18:35:00
LOT-2202,cmp,CMP-03,slurry_flow_rate,179.8159,173.0,187.0,2026-03-03T18:35:00
LOT-2202,implant,IMP-02,beam_current,11.8822,11.58,12.42,2026-03-03T19:55:00
LOT-2202,implant,IMP-02,acceleration_energy,80.3511,78.2,81.8,2026-03-03T19:55:00
LOT-2202,implant,IMP-02,tilt_angle,6.9356,6.79,7.21,2026-03-03T19:55:00
